"id","source_id","source_name","category","title","summary","item_url","source_url","published_date","scrape_status","error_message","raw_json","scraped_at","created_at","updated_at","protected_from_cleanup","protected_at"
"smi-04e9e3441b26cf2c","gd","General Dynamics","Contractor Newsrooms","News Feed",,"https://www.gd.com/news/news-feed","https://www.gd.com/news",,"success",,"{""title"":""News Feed"",""itemUrl"":""https://www.gd.com/news/news-feed""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-052d599c553af503","gd","General Dynamics","Contractor Newsrooms","Marine",,"https://www.gd.com/our-businesses/marine-systems","https://www.gd.com/news",,"success",,"{""title"":""Marine"",""itemUrl"":""https://www.gd.com/our-businesses/marine-systems""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-057cb4176274a1b1","dhs-oig","DHS OIG","Oversight / Pain Points","Results of an Unannounced Inspection of Winn Correctional Center in Winnfield, Louisiana",,"https://www.oig.dhs.gov/sites/default/files/assets/2026-06/OIG-26-08-Jun26.pdf","https://www.oig.dhs.gov/",,"success",,"{""title"":""Results of an Unannounced Inspection of Winn Correctional Center in Winnfield, Louisiana"",""itemUrl"":""https://www.oig.dhs.gov/sites/default/files/assets/2026-06/OIG-26-08-Jun26.pdf""}","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","false",
"smi-066a98bfe51d7f2f","hhs-oig","HHS OIG","Oversight / Pain Points","Budget",,"https://oig.hhs.gov/reports-and-publications/budget/index.asp","https://oig.hhs.gov/",,"success",,"{""title"":""Budget"",""itemUrl"":""https://oig.hhs.gov/reports-and-publications/budget/index.asp""}","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","false",
"smi-0734e7a2d0a90748","mantech","ManTech","Contractor Newsrooms","Intelligence & Homeland Security",,"https://www.mantech.com/markets/intelligence-homeland-security/","https://www.mantech.com/news/",,"success",,"{""title"":""Intelligence & Homeland Security"",""itemUrl"":""https://www.mantech.com/markets/intelligence-homeland-security/""}","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","false",
"smi-07a614360d65bfb6","rtx","RTX","Contractor Newsrooms","RTX invests $100 million to accelerate radar testing and interceptor production in Rhode Island",,"https://www.rtx.com/news/news-center/2026/06/08/rtx-invests-100-million-to-accelerate-radar-testing-and-interceptor-production-i","https://www.rtx.com/news",,"success",,"{""title"":""RTX invests $100 million to accelerate radar testing and interceptor production in Rhode Island"",""itemUrl"":""https://www.rtx.com/news/news-center/2026/06/08/rtx-invests-100-million-to-accelerate-radar-testing-and-interceptor-production-i""}","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","false",
"smi-0890ff5c96cd2c60","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Antigua and Barbuda",,"https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/AntiguaandBarbuda.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2026-05-20 00:00:00","success",,"{""title"":""Antigua and Barbuda"",""itemUrl"":""https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/AntiguaandBarbuda.html"",""publishedDate"":""2026-05-20T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-0a796558c8a94187","govinfo","GovInfo","Regulatory / Rulemaking","Link Service",,"https://www.govinfo.gov/link-docs","https://www.govinfo.gov/",,"success",,"{""title"":""Link Service"",""itemUrl"":""https://www.govinfo.gov/link-docs""}","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","false",
"smi-0aa79dfd8d7ad48c","dhs-oig","DHS OIG","Oversight / Pain Points","Press Release",,"https://www.oig.dhs.gov/news/press-releases","https://www.oig.dhs.gov/",,"success",,"{""title"":""Press Release"",""itemUrl"":""https://www.oig.dhs.gov/news/press-releases""}","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","false",
"smi-0b74cfb74bcf77f2","peraton","Peraton","Contractor Newsrooms","Read More",,"https://www.peraton.com/news/the-unknown-force-behind-space-missions","https://www.peraton.com/news/","2026-05-11 00:00:00","success",,"{""title"":""Read More"",""itemUrl"":""https://www.peraton.com/news/the-unknown-force-behind-space-missions"",""publishedDate"":""2026-05-11T00:00:00.000Z""}","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","false",
"smi-0c55fd016b0dc051","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","OSHA Back",,"https://www.osha.gov/%23","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""OSHA Back"",""itemUrl"":""https://www.osha.gov/%23""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-0cf3d865dbeb3766","grants-gov","Grants.gov","Federal Procurement / Awards","Site Map",,"https://www.grants.gov/site-map","https://www.grants.gov/",,"success",,"{""title"":""Site Map"",""itemUrl"":""https://www.grants.gov/site-map""}","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","false",
"smi-0d1a81e782802108","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Read More >>",,"https://wwwnc.cdc.gov/travel/notices/level2/chikungunya-french-guiana","https://wwwnc.cdc.gov/travel/notices","2026-06-04 00:00:00","success",,"{""title"":""Read More >>"",""itemUrl"":""https://wwwnc.cdc.gov/travel/notices/level2/chikungunya-french-guiana"",""publishedDate"":""2026-06-04T00:00:00.000Z""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-10223d903d76f40a","sam-opps","SAM.gov Opportunities","Federal Procurement / Awards","Go to DataBank reports",,"https://sam.gov/reports/opp/standard","https://sam.gov/content/opportunities",,"success",,"{""title"":""Go to DataBank reports"",""itemUrl"":""https://sam.gov/reports/opp/standard""}","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","false",
"smi-10e4a4d64c3205a3","govinfo","GovInfo","Regulatory / Rulemaking","Sitemaps",,"https://www.govinfo.gov/sitemaps","https://www.govinfo.gov/",,"success",,"{""title"":""Sitemaps"",""itemUrl"":""https://www.govinfo.gov/sitemaps""}","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","false",
"smi-1143e8e3ea3842b7","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","destination page",,"https://wwwnc.cdc.gov/travel/destinations/list","https://wwwnc.cdc.gov/travel/notices",,"success",,"{""title"":""destination page"",""itemUrl"":""https://wwwnc.cdc.gov/travel/destinations/list""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-11cfc1e7051516ed","faa-ame","FAA AME Guide","Medical / Deployment / Occu-Med","Archives and Updates Section",,"https://www.faa.gov/ame_guide/media/archives.pdf","https://www.faa.gov/ame_guide","2026-05-27 00:00:00","success",,"{""title"":""Archives and Updates Section"",""itemUrl"":""https://www.faa.gov/ame_guide/media/archives.pdf"",""publishedDate"":""2026-05-27T00:00:00.000Z""}","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","false",
"smi-12f412d36c82dece","peraton","Peraton","Contractor Newsrooms","Read More",,"https://www.peraton.com/news/peraton-iris-ai-powered-decision-support-platform-redefining-operations-in-the-information-environment","https://www.peraton.com/news/","2026-05-11 00:00:00","success",,"{""title"":""Read More"",""itemUrl"":""https://www.peraton.com/news/peraton-iris-ai-powered-decision-support-platform-redefining-operations-in-the-information-environment"",""publishedDate"":""2026-05-11T00:00:00.000Z""}","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","false",
"smi-1337d2d49e6fa4fe","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Read More >>",,"https://wwwnc.cdc.gov/travel/notices/level2/malaria-yemen","https://wwwnc.cdc.gov/travel/notices","2026-06-11 00:00:00","success",,"{""title"":""Read More >>"",""itemUrl"":""https://wwwnc.cdc.gov/travel/notices/level2/malaria-yemen"",""publishedDate"":""2026-06-11T00:00:00.000Z""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-134d77e4d7cfd931","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","State Plans",,"https://www.osha.gov/stateplans","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""State Plans"",""itemUrl"":""https://www.osha.gov/stateplans""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-1459111fd00ed222","faa-ame","FAA AME Guide","Medical / Deployment / Occu-Med","Examination Techniques",,"https://www.faa.gov/ame_guide/app_process/exam_tech","https://www.faa.gov/ame_guide","2026-05-27 00:00:00","success",,"{""title"":""Examination Techniques"",""itemUrl"":""https://www.faa.gov/ame_guide/app_process/exam_tech"",""publishedDate"":""2026-05-27T00:00:00.000Z""}","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","false",
"smi-148429892748e35f","osha-data","OSHA Data","Medical / Deployment / Occu-Med","General Duty Clause Violation",,"https://www.osha.gov/ords/imis/generalsearch.html","https://www.osha.gov/data","2025-12-04 00:00:00","success",,"{""title"":""General Duty Clause Violation"",""itemUrl"":""https://www.osha.gov/ords/imis/generalsearch.html"",""publishedDate"":""2025-12-04T00:00:00.000Z""}","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","false",
"smi-1568d59caa32e43b","parsons","Parsons","Contractor Newsrooms","Parsons Marks Groundbreaking Of Major Interchange Improvements Project In Connecticut",,"https://www.parsons.com/2026/06/parsons-marks-groundbreaking-of-major-interchange-improvements-project-in-connecticut/","https://www.parsons.com/newsroom/",,"success",,"{""title"":""Parsons Marks Groundbreaking Of Major Interchange Improvements Project In Connecticut"",""itemUrl"":""https://www.parsons.com/2026/06/parsons-marks-groundbreaking-of-major-interchange-improvements-project-in-connecticut/""}","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","false",
"smi-17e40c7beb2ed5af","mantech","ManTech","Contractor Newsrooms","Commercial",,"https://www.mantech.com/commercial/","https://www.mantech.com/news/",,"success",,"{""title"":""Commercial"",""itemUrl"":""https://www.mantech.com/commercial/""}","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","false",
"smi-18ca5fc808542817","rtx","RTX","Contractor Newsrooms","Pratt & Whitney",,"https://www.rtx.com/prattwhitney","https://www.rtx.com/news",,"success",,"{""title"":""Pratt & Whitney"",""itemUrl"":""https://www.rtx.com/prattwhitney""}","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","false",
"smi-18df0d57bd703b1e","gd","General Dynamics","Contractor Newsrooms","Aerospace",,"https://www.gd.com/our-businesses/aerospace","https://www.gd.com/news",,"success",,"{""title"":""Aerospace"",""itemUrl"":""https://www.gd.com/our-businesses/aerospace""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-190a6fd81483d19f","usajobs","USAJOBS","Workforce / Demand","Profile",,"https://www.usajobs.gov/applicant/profile/","https://www.usajobs.gov/",,"success",,"{""title"":""Profile"",""itemUrl"":""https://www.usajobs.gov/applicant/profile/""}","2026-06-24 07:53:27.426","2026-06-24 07:53:27.426","2026-06-24 07:53:27.426","false",
"smi-196c626d525b4e7e","mantech","ManTech","Contractor Newsrooms","Overview",,"https://www.mantech.com/mission-vision-values/","https://www.mantech.com/news/",,"success",,"{""title"":""Overview"",""itemUrl"":""https://www.mantech.com/mission-vision-values/""}","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","false",
"smi-1b00b615ebb43474","grants-gov","Grants.gov","Federal Procurement / Awards","Disclaimers",,"https://www.grants.gov/exit-disclaimer","https://www.grants.gov/",,"success",,"{""title"":""Disclaimers"",""itemUrl"":""https://www.grants.gov/exit-disclaimer""}","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","false",
"smi-1b883455fce3b4a0","govinfo","GovInfo","Regulatory / Rulemaking","Bulk Data Repository",,"https://www.govinfo.gov/bulkdata","https://www.govinfo.gov/",,"success",,"{""title"":""Bulk Data Repository"",""itemUrl"":""https://www.govinfo.gov/bulkdata""}","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","false",
"smi-1d9216f4bca0cc35","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Armenia",,"https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Armenia.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2025-09-05 00:00:00","success",,"{""title"":""Armenia"",""itemUrl"":""https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Armenia.html"",""publishedDate"":""2025-09-05T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-20b8f07e9d6a617d","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","FAR Overhaul PA Updates Resulting from Trade Agreement Threshold Increases",,"https://www.acquisition.gov/content/far-overhaul-pa-updates-resulting-trade-agreement-threshold-increases","https://www.acquisition.gov/",,"success",,"{""title"":""FAR Overhaul PA Updates Resulting from Trade Agreement Threshold Increases"",""itemUrl"":""https://www.acquisition.gov/content/far-overhaul-pa-updates-resulting-trade-agreement-threshold-increases""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-2109c8c81e816fbe","hhs-oig","HHS OIG","Oversight / Pain Points","All Reports and Publications",,"https://oig.hhs.gov/reports/all/","https://oig.hhs.gov/",,"success",,"{""title"":""All Reports and Publications"",""itemUrl"":""https://oig.hhs.gov/reports/all/""}","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","false",
"smi-216751c686adafb2","dhs-oig","DHS OIG","Oversight / Pain Points","DHS OIG Order of Succession",,"https://www.oig.dhs.gov/sites/default/files/DHS-OIG-Order-of-Succession-20240916.pdf","https://www.oig.dhs.gov/",,"success",,"{""title"":""DHS OIG Order of Succession"",""itemUrl"":""https://www.oig.dhs.gov/sites/default/files/DHS-OIG-Order-of-Succession-20240916.pdf""}","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","false",
"smi-22601e75f677d240","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","Job Safety and Health Poster",,"https://www.osha.gov/publications/poster","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""Job Safety and Health Poster"",""itemUrl"":""https://www.osha.gov/publications/poster""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-236b7b7abc92c2f5","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Ebola Bundibugyo Virus Disease in Parts of the Democratic Republic of the Congo",,"https://wwwnc.cdc.gov/travel/notices/level3/ebola-democratic-republic-of-the-congo","https://wwwnc.cdc.gov/travel/notices","2026-06-15 00:00:00","success",,"{""title"":""Ebola Bundibugyo Virus Disease in Parts of the Democratic Republic of the Congo"",""itemUrl"":""https://wwwnc.cdc.gov/travel/notices/level3/ebola-democratic-republic-of-the-congo"",""publishedDate"":""2026-06-15T00:00:00.000Z""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-2431f7862c9db6d2","sam-opps","SAM.gov Opportunities","Federal Procurement / Awards","Go to Contract Opportunities Federal home",,"https://sam.gov/opportunities/federal","https://sam.gov/content/opportunities",,"success",,"{""title"":""Go to Contract Opportunities Federal home"",""itemUrl"":""https://sam.gov/opportunities/federal""}","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","false",
"smi-2519a4e0f4bc2f1e","grants-gov","Grants.gov","Federal Procurement / Awards","Learn more",,"https://www.grants.gov/learn-grants/","https://www.grants.gov/",,"success",,"{""title"":""Learn more"",""itemUrl"":""https://www.grants.gov/learn-grants/""}","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","false",
"smi-257ec8be5be81d71","faa-ame","FAA AME Guide","Medical / Deployment / Occu-Med","FAQs for Pilots/ATCS",,"https://www.faa.gov/ame_guide/media/Therapy_Psychotherapy_And_Counseling_FAQs_For_Pilots_And_ATCS.pdf","https://www.faa.gov/ame_guide","2026-05-27 00:00:00","success",,"{""title"":""FAQs for Pilots/ATCS"",""itemUrl"":""https://www.faa.gov/ame_guide/media/Therapy_Psychotherapy_And_Counseling_FAQs_For_Pilots_And_ATCS.pdf"",""publishedDate"":""2026-05-27T00:00:00.000Z""}","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","false",
"smi-25dcbbca9690eca0","faa-ame","FAA AME Guide","Medical / Deployment / Occu-Med","Applicant History",,"https://www.faa.gov/ame_guide/app_process/app_history","https://www.faa.gov/ame_guide","2026-05-27 00:00:00","success",,"{""title"":""Applicant History"",""itemUrl"":""https://www.faa.gov/ame_guide/app_process/app_history"",""publishedDate"":""2026-05-27T00:00:00.000Z""}","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","false",
"smi-2664996a59998081","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Algeria",,"https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Algeria.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2024-09-26 00:00:00","success",,"{""title"":""Algeria"",""itemUrl"":""https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Algeria.html"",""publishedDate"":""2024-09-26T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-267afc914bbd408e","naspo","NASPO State Procurement Directory","State / Local Procurement","About",,"https://www.naspo.org/awards/giulio-mazzone-award/","https://www.naspo.org/states/",,"success",,"{""title"":""About"",""itemUrl"":""https://www.naspo.org/awards/giulio-mazzone-award/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-26b69799ade468a4","lockheed","Lockheed Martin","Contractor Newsrooms","Get News Alerts by Email",,"https://news.lockheedmartin.com/email-alerts","https://news.lockheedmartin.com/",,"success",,"{""title"":""Get News Alerts by Email"",""itemUrl"":""https://news.lockheedmartin.com/email-alerts""}","2026-06-24 07:52:47.208","2026-06-24 07:52:47.208","2026-06-24 07:52:47.208","false",
"smi-2800499b1c460799","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","Regulations",,"https://www.acquisition.gov/content/regulations","https://www.acquisition.gov/",,"success",,"{""title"":""Regulations"",""itemUrl"":""https://www.acquisition.gov/content/regulations""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-2828e6277d802475","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","Archives",,"https://www.acquisition.gov/archives?type=FAR","https://www.acquisition.gov/",,"success",,"{""title"":""Archives"",""itemUrl"":""https://www.acquisition.gov/archives?type=FAR""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-2895588333f338de","doj-oig","DOJ OIG","Oversight / Pain Points","Sitemap",,"https://oig.justice.gov/sitemap.xml","https://oig.justice.gov/",,"success",,"{""title"":""Sitemap"",""itemUrl"":""https://oig.justice.gov/sitemap.xml""}","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","false",
"smi-2af4ca0b53fa64b3","federal-register","Federal Register","Regulatory / Rulemaking","Agencies",,"https://www.federalregister.gov/agencies","https://www.federalregister.gov/",,"success",,"{""title"":""Agencies"",""itemUrl"":""https://www.federalregister.gov/agencies""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-2b4719edb1c09e32","peraton","Peraton","Contractor Newsrooms","In The News",,"https://www.peraton.com/news/category/in-the-news/","https://www.peraton.com/news/","2026-05-11 00:00:00","success",,"{""title"":""In The News"",""itemUrl"":""https://www.peraton.com/news/category/in-the-news/"",""publishedDate"":""2026-05-11T00:00:00.000Z""}","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","false",
"smi-2c0b3faf317f2303","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Read More >>",,"https://wwwnc.cdc.gov/travel/notices/level3/ebola-democratic-republic-of-the-congo","https://wwwnc.cdc.gov/travel/notices","2026-06-15 00:00:00","success",,"{""title"":""Read More >>"",""itemUrl"":""https://wwwnc.cdc.gov/travel/notices/level3/ebola-democratic-republic-of-the-congo"",""publishedDate"":""2026-06-15T00:00:00.000Z""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-2e2b6d2fd6cc4832","northrop","Northrop Grumman","Contractor Newsrooms","Northrop Grumman Expanding Its Use of NVIDIA AI Technology to Advance Solutions for Space",,"https://news.northropgrumman.com/digital-transformation/Northrop-Grumman-Expanding-Its-Use-of-NVIDIA-AI-Technology-to-Advance-Solutions-for-Space","https://news.northropgrumman.com/",,"success",,"{""title"":""Northrop Grumman Expanding Its Use of NVIDIA AI Technology to Advance Solutions for Space"",""itemUrl"":""https://news.northropgrumman.com/digital-transformation/Northrop-Grumman-Expanding-Its-Use-of-NVIDIA-AI-Technology-to-Advance-Solutions-for-Space""}","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","false",
"smi-2ea7385355cce7f8","rtx","RTX","Contractor Newsrooms","Our Leadership",,"https://www.rtx.com/who-we-are/our-leadership","https://www.rtx.com/news",,"success",,"{""title"":""Our Leadership"",""itemUrl"":""https://www.rtx.com/who-we-are/our-leadership""}","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","false",
"smi-311f8afd3a6ba64c","dhs-oig","DHS OIG","Oversight / Pain Points","Maryland Man Pleads Guilty to Tax Fraud Crimes in Connection With Unemployment Insurance Fraud Conspiracy",,"https://www.oig.dhs.gov/sites/default/files/assets/pr/2026/dojpr-060326-maryland-man-pleads-guilty-tax-fraud-crimes-connection-unemployment-insurance-fraud.pdf","https://www.oig.dhs.gov/",,"success",,"{""title"":""Maryland Man Pleads Guilty to Tax Fraud Crimes in Connection With Unemployment Insurance Fraud Conspiracy"",""itemUrl"":""https://www.oig.dhs.gov/sites/default/files/assets/pr/2026/dojpr-060326-maryland-man-pleads-guilty-tax-fraud-crimes-connection-unemployment-insurance-fraud.pdf""}","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","false",
"smi-3249745360df4878","hhs-oig","HHS OIG","Oversight / Pain Points","Report Fraud, Waste, & Abuse",,"https://oig.hhs.gov/fraud/report-fraud/","https://oig.hhs.gov/",,"success",,"{""title"":""Report Fraud, Waste, & Abuse"",""itemUrl"":""https://oig.hhs.gov/fraud/report-fraud/""}","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","false",
"smi-328810f3dd23333e","naspo","NASPO State Procurement Directory","State / Local Procurement","Awards",,"https://www.naspo.org/awards/george-cronin-awards/","https://www.naspo.org/states/",,"success",,"{""title"":""Awards"",""itemUrl"":""https://www.naspo.org/awards/george-cronin-awards/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-328bcb4d7f2bee08","nys-contracts","NYS Contract Reporter","State / Local Procurement","Advertise Opportunities",,"https://www.nyscr.ny.gov/Home/Advertise","https://www.nyscr.ny.gov/",,"success",,"{""title"":""Advertise Opportunities"",""itemUrl"":""https://www.nyscr.ny.gov/Home/Advertise""}","2026-06-24 07:54:03.53","2026-06-24 07:54:03.53","2026-06-24 07:54:03.53","false",
"smi-3414035c6b317340","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","Acquisition Regulation Comparator (ARC)",,"https://www.acquisition.gov/arc","https://www.acquisition.gov/",,"success",,"{""title"":""Acquisition Regulation Comparator (ARC)"",""itemUrl"":""https://www.acquisition.gov/arc""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-3414937d0b141f1a","gd","General Dynamics","Contractor Newsrooms","Media Gallery",,"https://www.gd.com/news/media-gallery","https://www.gd.com/news",,"success",,"{""title"":""Media Gallery"",""itemUrl"":""https://www.gd.com/news/media-gallery""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-378d40f1d4dc6091","govinfo","GovInfo","Regulatory / Rulemaking","Developer Hub",,"https://www.govinfo.gov/developers","https://www.govinfo.gov/",,"success",,"{""title"":""Developer Hub"",""itemUrl"":""https://www.govinfo.gov/developers""}","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","2026-06-24 07:53:13.147","false",
"smi-383e2aa075a7e51a","mantech","ManTech","Contractor Newsrooms","Defense & Space",,"https://www.mantech.com/markets/defense-space/","https://www.mantech.com/news/",,"success",,"{""title"":""Defense & Space"",""itemUrl"":""https://www.mantech.com/markets/defense-space/""}","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","false",
"smi-38f3a291e070791c","rtx","RTX","Contractor Newsrooms","Overview",,"https://www.rtx.com/who-we-are/we-are-rtx/overview","https://www.rtx.com/news",,"success",,"{""title"":""Overview"",""itemUrl"":""https://www.rtx.com/who-we-are/we-are-rtx/overview""}","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","false",
"smi-3ab08e3331670d69","naspo","NASPO State Procurement Directory","State / Local Procurement","History",,"https://www.naspo.org/awards/george-cronin-awards/history/","https://www.naspo.org/states/",,"success",,"{""title"":""History"",""itemUrl"":""https://www.naspo.org/awards/george-cronin-awards/history/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-3be852e5d86bce5f","peraton","Peraton","Contractor Newsrooms","The Unknown Force Behind Space Missions",,"https://www.peraton.com/news/the-unknown-force-behind-space-missions","https://www.peraton.com/news/","2026-05-11 00:00:00","success",,"{""title"":""The Unknown Force Behind Space Missions"",""itemUrl"":""https://www.peraton.com/news/the-unknown-force-behind-space-missions"",""publishedDate"":""2026-05-11T00:00:00.000Z""}","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","false",
"smi-3d50d334c2f6ef5a","federal-register","Federal Register","Regulatory / Rulemaking","Health & Public Welfare",,"https://www.federalregister.gov/health-and-public-welfare","https://www.federalregister.gov/",,"success",,"{""title"":""Health & Public Welfare"",""itemUrl"":""https://www.federalregister.gov/health-and-public-welfare""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-3faac5fbec4efe79","northrop","Northrop Grumman","Contractor Newsrooms","News Stream",,"https://news.northropgrumman.com/News-Stream","https://news.northropgrumman.com/",,"success",,"{""title"":""News Stream"",""itemUrl"":""https://news.northropgrumman.com/News-Stream""}","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","false",
