"id","source_id","source_name","category","title","summary","item_url","source_url","published_date","scrape_status","error_message","raw_json","scraped_at","created_at","updated_at","protected_from_cleanup","protected_at"
"smi-cde43c33881ea162","nys-contracts","NYS Contract Reporter","State / Local Procurement","Policies and Disclaimers",,"https://www.nyscr.ny.gov/Home/Policies","https://www.nyscr.ny.gov/",,"success",,"{""title"":""Policies and Disclaimers"",""itemUrl"":""https://www.nyscr.ny.gov/Home/Policies""}","2026-06-24 07:54:03.53","2026-06-24 07:54:03.53","2026-06-24 07:54:03.53","false",
"smi-ce0d53e70ae94d1d","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","FAR Overhaul",,"https://www.acquisition.gov/far-overhaul","https://www.acquisition.gov/",,"success",,"{""title"":""FAR Overhaul"",""itemUrl"":""https://www.acquisition.gov/far-overhaul""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-ce991f43ace58920","doj-oig","DOJ OIG","Oversight / Pain Points","Bureau of Alcohol, Tobacco, Firearms and Explosives",,"https://oig.justice.gov/reports/component/atf","https://oig.justice.gov/",,"success",,"{""title"":""Bureau of Alcohol, Tobacco, Firearms and Explosives"",""itemUrl"":""https://oig.justice.gov/reports/component/atf""}","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","false",
"smi-cffaf70cfa2ea6c6","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","CAO Home",,"https://www.acquisition.gov/cao-home","https://www.acquisition.gov/",,"success",,"{""title"":""CAO Home"",""itemUrl"":""https://www.acquisition.gov/cao-home""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-d0054e6b4bcece71","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Angola",,"https://travel.state.gov/en/international-travel/travel-advisories/angola.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2026-03-05 00:00:00","success",,"{""title"":""Angola"",""itemUrl"":""https://travel.state.gov/en/international-travel/travel-advisories/angola.html"",""publishedDate"":""2026-03-05T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-d34f233ddcb110cf","gd","General Dynamics","Contractor Newsrooms","Press Releases",,"https://www.gd.com/news/news-feed","https://www.gd.com/news",,"success",,"{""title"":""Press Releases"",""itemUrl"":""https://www.gd.com/news/news-feed""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-d47ea5833d7259be","hhs-oig","HHS OIG","Oversight / Pain Points","Federal Register",,"https://oig.hhs.gov/reports/federal-register/","https://oig.hhs.gov/",,"success",,"{""title"":""Federal Register"",""itemUrl"":""https://oig.hhs.gov/reports/federal-register/""}","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","false",
"smi-d5dc6057230c4605","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","Regulations Search",,"https://www.acquisition.gov/search/advanced?keys=&page=0&sort_by=search_api_relevance&sort_order=DESC&type%5Bfar_dita%5D=far_dita","https://www.acquisition.gov/",,"success",,"{""title"":""Regulations Search"",""itemUrl"":""https://www.acquisition.gov/search/advanced?keys=&page=0&sort_by=search_api_relevance&sort_order=DESC&type%5Bfar_dita%5D=far_dita""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-d8bff0e3213164d4","cal-eprocure","Cal eProcure","State / Local Procurement","Please click here",,"https://caleprocure.ca.gov/pages/","https://caleprocure.ca.gov/",,"success",,"{""title"":""Please click here"",""itemUrl"":""https://caleprocure.ca.gov/pages/""}","2026-06-24 07:53:46.294","2026-06-24 07:53:46.294","2026-06-24 07:53:46.294","false",
"smi-d8c3024c547cc92f","osha-data","OSHA Data","Medical / Deployment / Occu-Med","Inspection Number(s)",,"https://www.osha.gov/ords/imis/InspectionNr.html","https://www.osha.gov/data","2025-12-04 00:00:00","success",,"{""title"":""Inspection Number(s)"",""itemUrl"":""https://www.osha.gov/ords/imis/InspectionNr.html"",""publishedDate"":""2025-12-04T00:00:00.000Z""}","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","false",
"smi-da32e5b90231dc3e","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","Standards Back",,"https://www.osha.gov/%23","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""Standards Back"",""itemUrl"":""https://www.osha.gov/%23""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-da3b41402beff54f","oversight-gov","Oversight.gov","Oversight / Pain Points","Read More",,"https://www.oversight.gov/cigie-issues-annual-report-president-and-congress-fiscal-year-2025","https://www.oversight.gov/",,"success",,"{""title"":""Read More"",""itemUrl"":""https://www.oversight.gov/cigie-issues-annual-report-president-and-congress-fiscal-year-2025""}","2026-06-24 07:53:15.475","2026-06-24 07:53:15.475","2026-06-24 07:53:15.475","false",
"smi-db356243facde51c","northrop","Northrop Grumman","Contractor Newsrooms","Northrop Grumman Announces Date for Second Quarter 2026 Financial Results and Webcast",,"https://news.northropgrumman.com/investor-relations/northrop-grumman-announces-date-for-second-quarter-2026-financial-results-and-webcast","https://news.northropgrumman.com/","2026-06-18 00:00:00","success",,"{""title"":""Northrop Grumman Announces Date for Second Quarter 2026 Financial Results and Webcast"",""itemUrl"":""https://news.northropgrumman.com/investor-relations/northrop-grumman-announces-date-for-second-quarter-2026-financial-results-and-webcast"",""publishedDate"":""2026-06-18T00:00:00.000Z""}","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","2026-06-24 07:52:48.791","false",
"smi-dbc6f3922e6d07ba","federal-register","Federal Register","Regulatory / Rulemaking","Public Inspection",,"https://www.federalregister.gov/public-inspection/current","https://www.federalregister.gov/",,"success",,"{""title"":""Public Inspection"",""itemUrl"":""https://www.federalregister.gov/public-inspection/current""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-dbd8f40f4f2d21a2","federal-register","Federal Register","Regulatory / Rulemaking","Business & Industry",,"https://www.federalregister.gov/business-and-industry","https://www.federalregister.gov/",,"success",,"{""title"":""Business & Industry"",""itemUrl"":""https://www.federalregister.gov/business-and-industry""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-dce6fad2af65296d","rtx","RTX","Contractor Newsrooms","Media Resources",,"https://www.rtx.com/news/media-resources","https://www.rtx.com/news",,"success",,"{""title"":""Media Resources"",""itemUrl"":""https://www.rtx.com/news/media-resources""}","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","2026-06-24 07:52:44.396","false",
"smi-de70ed2d8841603b","federal-register","Federal Register","Regulatory / Rulemaking","Science & Technology",,"https://www.federalregister.gov/science-and-technology","https://www.federalregister.gov/",,"success",,"{""title"":""Science & Technology"",""itemUrl"":""https://www.federalregister.gov/science-and-technology""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-e05def112b57023f","doj-oig","DOJ OIG","Oversight / Pain Points","Oversight of the BOP’s Supplemental Funding",,"https://oig.justice.gov/oversight-supplemental-funding-given-federal-bureau-prisons-bop-through-public-law-119-21","https://oig.justice.gov/",,"success",,"{""title"":""Oversight of the BOP’s Supplemental Funding"",""itemUrl"":""https://oig.justice.gov/oversight-supplemental-funding-given-federal-bureau-prisons-bop-through-public-law-119-21""}","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","2026-06-24 07:53:24.742","false",
"smi-e192a0769f2a21e5","naspo","NASPO State Procurement Directory","State / Local Procurement","Winners",,"https://www.naspo.org/awards/giulio-mazzone-award/winners/","https://www.naspo.org/states/",,"success",,"{""title"":""Winners"",""itemUrl"":""https://www.naspo.org/awards/giulio-mazzone-award/winners/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-e1ae764fdcd6dbd7","dhs-oig","DHS OIG","Oversight / Pain Points","Hotline",,"https://www.oig.dhs.gov/hotline","https://www.oig.dhs.gov/",,"success",,"{""title"":""Hotline"",""itemUrl"":""https://www.oig.dhs.gov/hotline""}","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","2026-06-24 07:53:19.869","false",
"smi-e1bebff87c3a0eb5","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","Occupational Safety and Health Administration",,"https://www.osha.gov/","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""Occupational Safety and Health Administration"",""itemUrl"":""https://www.osha.gov/""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-e47c0ae5e7bc6e2a","hhs-oig","HHS OIG","Oversight / Pain Points","Work Plan",,"https://oig.hhs.gov/reports/work-plan/","https://oig.hhs.gov/",,"success",,"{""title"":""Work Plan"",""itemUrl"":""https://oig.hhs.gov/reports/work-plan/""}","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","2026-06-24 07:53:22.019","false",
"smi-e6f1edb2af694131","gd","General Dynamics","Contractor Newsrooms","Technologies",,"https://www.gd.com/our-businesses/technologies","https://www.gd.com/news",,"success",,"{""title"":""Technologies"",""itemUrl"":""https://www.gd.com/our-businesses/technologies""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-e7873ad3d79c71c8","gd","General Dynamics","Contractor Newsrooms","Corporate Responsibility",,"https://www.gd.com/responsibility","https://www.gd.com/news",,"success",,"{""title"":""Corporate Responsibility"",""itemUrl"":""https://www.gd.com/responsibility""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-e80a84dda5062511","sam-opps","SAM.gov Opportunities","Federal Procurement / Awards","Search small business events",,"https://sam.gov/search/?index=opp&page=1&sort=-relevance&sfm%5Bstatus%5D%5Bis_active%5D=true&sfm%5BsimpleSearch%5D%5BkeywordRadio%5D=ALL&sfm%5BsimpleSearch%5D%5BkeywordTags%5D%5B0%5D%5Bkey%5D=%22Small%20Business%20Event%22&sfm%5BsimpleSearch%5D%5BkeywordTags%5D%5B0%5D%5Bvalue%5D=%22Small%20Business%20Event%22","https://sam.gov/content/opportunities",,"success",,"{""title"":""Search small business events"",""itemUrl"":""https://sam.gov/search/?index=opp&page=1&sort=-relevance&sfm%5Bstatus%5D%5Bis_active%5D=true&sfm%5BsimpleSearch%5D%5BkeywordRadio%5D=ALL&sfm%5BsimpleSearch%5D%5BkeywordTags%5D%5B0%5D%5Bkey%5D=%22Small%20Business%20Event%22&sfm%5BsimpleSearch%5D%5BkeywordTags%5D%5B0%5D%5Bvalue%5D=%22Small%20Business%20Event%22""}","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","false",
"smi-e82ebc3c12bce615","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Malaria in Yemen",,"https://wwwnc.cdc.gov/travel/notices/level2/malaria-yemen","https://wwwnc.cdc.gov/travel/notices","2026-06-11 00:00:00","success",,"{""title"":""Malaria in Yemen"",""itemUrl"":""https://wwwnc.cdc.gov/travel/notices/level2/malaria-yemen"",""publishedDate"":""2026-06-11T00:00:00.000Z""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-e9079af1290cb2bf","sam-opps","SAM.gov Opportunities","Federal Procurement / Awards","Check Entity Status",,"https://sam.gov/content/status-tracker","https://sam.gov/content/opportunities",,"success",,"{""title"":""Check Entity Status"",""itemUrl"":""https://sam.gov/content/status-tracker""}","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","false",
"smi-eb4ead6085685392","mantech","ManTech","Contractor Newsrooms","Solutions",,"https://www.mantech.com/markets/ico/","https://www.mantech.com/news/",,"success",,"{""title"":""Solutions"",""itemUrl"":""https://www.mantech.com/markets/ico/""}","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","2026-06-24 07:52:59.134","false",
"smi-eb53d03c2353eab8","faa-ame","FAA AME Guide","Medical / Deployment / Occu-Med","General Information",,"https://www.faa.gov/ame_guide/app_process/general","https://www.faa.gov/ame_guide","2026-05-27 00:00:00","success",,"{""title"":""General Information"",""itemUrl"":""https://www.faa.gov/ame_guide/app_process/general"",""publishedDate"":""2026-05-27T00:00:00.000Z""}","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","2026-06-24 07:53:35.572","false",
"smi-ec02dc8b66914600","federal-register","Federal Register","Regulatory / Rulemaking","Money",,"https://www.federalregister.gov/money","https://www.federalregister.gov/",,"success",,"{""title"":""Money"",""itemUrl"":""https://www.federalregister.gov/money""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-ec08a41ddd712673","peraton","Peraton","Contractor Newsrooms","Peraton Taps Industry Veteran Vishal Tulsian as Sector President to Lead Health, State, and Local Portfolio",,"https://www.peraton.com/news/peraton-taps-industry-veteran-vishal-tulsian-as-sector-president-to-lead-health-state-and-local-portfolio","https://www.peraton.com/news/","2026-05-11 00:00:00","success",,"{""title"":""Peraton Taps Industry Veteran Vishal Tulsian as Sector President to Lead Health, State, and Local Portfolio"",""itemUrl"":""https://www.peraton.com/news/peraton-taps-industry-veteran-vishal-tulsian-as-sector-president-to-lead-health-state-and-local-portfolio"",""publishedDate"":""2026-05-11T00:00:00.000Z""}","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","2026-06-24 07:52:56.953","false",
"smi-eca51e8da69a7bdb","usajobs","USAJOBS","Workforce / Demand","Fort Jackson Summer Career Fair and Education Fair",,"https://www.usajobs.gov/event/5622","https://www.usajobs.gov/","2026-07-22 00:00:00","success",,"{""title"":""Fort Jackson Summer Career Fair and Education Fair"",""itemUrl"":""https://www.usajobs.gov/event/5622"",""publishedDate"":""2026-07-22T00:00:00.000Z""}","2026-06-24 07:53:27.426","2026-06-24 07:53:27.426","2026-06-24 07:53:27.426","false",
"smi-eca63847b4e393e9","oversight-gov","Oversight.gov","Oversight / Pain Points","Oversight In Action",,"https://www.oversight.gov/oversight-in-action","https://www.oversight.gov/",,"success",,"{""title"":""Oversight In Action"",""itemUrl"":""https://www.oversight.gov/oversight-in-action""}","2026-06-24 07:53:15.475","2026-06-24 07:53:15.475","2026-06-24 07:53:15.475","false",
"smi-f06a59e81e9c317e","federal-register","Federal Register","Regulatory / Rulemaking","World",,"https://www.federalregister.gov/world","https://www.federalregister.gov/",,"success",,"{""title"":""World"",""itemUrl"":""https://www.federalregister.gov/world""}","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","2026-06-24 07:53:09.988","false",
"smi-f07c74ccf5de9a2b","naspo","NASPO State Procurement Directory","State / Local Procurement","More Information",,"https://www.naspo.org/awards/giulio-mazzone-award/more-information/","https://www.naspo.org/states/",,"success",,"{""title"":""More Information"",""itemUrl"":""https://www.naspo.org/awards/giulio-mazzone-award/more-information/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-f19f27dd717a06bb","acquisition-gov","Acquisition.gov","Federal Procurement / Awards","Modernizing Acquisition.gov: RFO Page Redesign & Enhancements",,"https://www.acquisition.gov/content/modernizing-acquisition.gov-rfo-page-redesign-enhancements","https://www.acquisition.gov/","2026-04-30 00:00:00","success",,"{""title"":""Modernizing Acquisition.gov: RFO Page Redesign & Enhancements"",""itemUrl"":""https://www.acquisition.gov/content/modernizing-acquisition.gov-rfo-page-redesign-enhancements"",""publishedDate"":""2026-04-30T00:00:00.000Z""}","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","2026-06-24 07:53:07.563","false",
"smi-f2165780cbf743db","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Afghanistan",,"https://travel.state.gov/en/international-travel/travel-advisories/afghanistan.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2026-02-20 00:00:00","success",,"{""title"":""Afghanistan"",""itemUrl"":""https://travel.state.gov/en/international-travel/travel-advisories/afghanistan.html"",""publishedDate"":""2026-02-20T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-f252131e30695569","osha-data","OSHA Data","Medical / Deployment / Occu-Med","Severe Injury Reports",,"https://www.osha.gov/severeinjury","https://www.osha.gov/data","2025-12-04 00:00:00","success",,"{""title"":""Severe Injury Reports"",""itemUrl"":""https://www.osha.gov/severeinjury"",""publishedDate"":""2025-12-04T00:00:00.000Z""}","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","false",
"smi-f259bfc257588e5b","sam-opps","SAM.gov Opportunities","Federal Procurement / Awards","System Alerts",,"https://sam.gov/alerts","https://sam.gov/content/opportunities",,"success",,"{""title"":""System Alerts"",""itemUrl"":""https://sam.gov/alerts""}","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","2026-06-24 07:53:02.339","false",
"smi-f2e8944fb3a58545","state-dept-travel","State Dept Travel Advisories","Medical / Deployment / Occu-Med","Antarctica",,"https://travel.state.gov/en/international-travel/travel-advisories/antarctica.html","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories.html/","2025-09-23 00:00:00","success",,"{""title"":""Antarctica"",""itemUrl"":""https://travel.state.gov/en/international-travel/travel-advisories/antarctica.html"",""publishedDate"":""2025-09-23T00:00:00.000Z""}","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","2026-06-24 07:53:32.07","false",
"smi-f48f371628604925","parsons","Parsons","Contractor Newsrooms","Parsons’ Differentiated Cyber And Electromagnetic Capabilities Deliver Dominance By Design To Department Of War",,"https://www.parsons.com/2026/06/parsons-differentiated-cyber-and-electromagnetic-capabilities-deliver-dominance-by-design-to-department-of-war/","https://www.parsons.com/newsroom/",,"success",,"{""title"":""Parsons’ Differentiated Cyber And Electromagnetic Capabilities Deliver Dominance By Design To Department Of War"",""itemUrl"":""https://www.parsons.com/2026/06/parsons-differentiated-cyber-and-electromagnetic-capabilities-deliver-dominance-by-design-to-department-of-war/""}","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","false",
"smi-f54029657c808e91","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","Law and Regulations",,"https://www.osha.gov/laws-regs","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""Law and Regulations"",""itemUrl"":""https://www.osha.gov/laws-regs""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-f7921b5ac306d17d","osha-data","OSHA Data","Medical / Deployment / Occu-Med","Investigation Summaries",,"https://www.osha.gov/ords/imis/accidentsearch.html","https://www.osha.gov/data","2025-12-04 00:00:00","success",,"{""title"":""Investigation Summaries"",""itemUrl"":""https://www.osha.gov/ords/imis/accidentsearch.html"",""publishedDate"":""2025-12-04T00:00:00.000Z""}","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","2026-06-24 07:53:39.762","false",
"smi-f85113abe1a75014","cdc-travel","CDC Travel Notices","Medical / Deployment / Occu-Med","Travelers' Health",,"https://wwwnc.cdc.gov/travel/","https://wwwnc.cdc.gov/travel/notices",,"success",,"{""title"":""Travelers' Health"",""itemUrl"":""https://wwwnc.cdc.gov/travel/""}","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","2026-06-24 07:53:30.069","false",
"smi-f901ad056363cc68","parsons","Parsons","Contractor Newsrooms","Parsons Secures $28 Million U.S. Air Force Task Order Supporting AFRL’s GARDEM Mission",,"https://www.parsons.com/2026/06/parsons-secures-28-million-u-s-air-force-task-order-supporting-afrls-gardem-mission/","https://www.parsons.com/newsroom/",,"success",,"{""title"":""Parsons Secures $28 Million U.S. Air Force Task Order Supporting AFRL’s GARDEM Mission"",""itemUrl"":""https://www.parsons.com/2026/06/parsons-secures-28-million-u-s-air-force-task-order-supporting-afrls-gardem-mission/""}","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","2026-06-24 07:52:53.448","false",
"smi-f94c79d142cddaaf","gd","General Dynamics","Contractor Newsrooms","Our Businesses",,"https://www.gd.com/our-businesses","https://www.gd.com/news",,"success",,"{""title"":""Our Businesses"",""itemUrl"":""https://www.gd.com/our-businesses""}","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","2026-06-24 07:52:50.772","false",
"smi-fbd1ed84ab423937","naspo","NASPO State Procurement Directory","State / Local Procurement","More Information",,"https://www.naspo.org/awards/emerging-leaders/more-information/","https://www.naspo.org/states/",,"success",,"{""title"":""More Information"",""itemUrl"":""https://www.naspo.org/awards/emerging-leaders/more-information/""}","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","2026-06-24 07:53:44.135","false",
"smi-fc599f3924333511","osha-news","OSHA News Releases","Medical / Deployment / Occu-Med","Freedom of Information Act",,"https://www.osha.gov/foia","https://www.osha.gov/news/newsreleases",,"success",,"{""title"":""Freedom of Information Act"",""itemUrl"":""https://www.osha.gov/foia""}","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","2026-06-24 07:53:37.759","false",
"smi-fee3fbfffb0e09c5","grants-gov","Grants.gov","Federal Procurement / Awards","Accessibility",,"https://www.grants.gov/accessibility-compliance","https://www.grants.gov/",,"success",,"{""title"":""Accessibility"",""itemUrl"":""https://www.grants.gov/accessibility-compliance""}","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","2026-06-24 07:53:05.663","false",
