"id","client_id","name","city","country","state","address","branch_type","last_researched","hiring_trend_summary","hiring_trend_direction","posting_count","source_url","created_at","updated_at"
"10d36240-139b-45d5-b3ad-853d1e572411","9bfd78d7-d299-450f-a58f-9596e5909306","AC Transit – Oakland, CA","Oakland","United States","CA",,"office","2026-06-24 02:02:18.869",,"unknown","0","https://www.yelp.com/biz/ac-transit-oakland","2026-06-24 02:02:18.869","2026-06-24 02:02:18.869"
"1c1770b1-0ebb-41d9-8b63-8a661e35a8fd","9bfd78d7-d299-450f-a58f-9596e5909306","AC Transit – Emeryville, CA","Emeryville","United States","CA",,"research","2026-06-24 02:02:18.797",,"unknown","0","https://www.emeryville.org/News/AC-Transit-Service-Changes","2026-06-24 02:02:18.797","2026-06-24 02:02:18.797"
